户型,面积,楼层,总楼层,走向
3室1厅,95.16㎡,中层,（共11层）,南北向
2室2厅,124.47㎡,高层,（共15层）,东西向
2室1厅,84.76㎡,中层,（共7层）,南北向
2室1厅,60.95㎡,高层,（共6层）,南北向
3室2厅,123.52㎡,中层,（共11层）,南向
1室1厅,56.01㎡,低层,（共48层）,东向
3室2厅,151.23㎡,高层,（共10层）,南北向
3室1厅,205.09㎡,高层,（共8层）,南北向
2室1厅,95㎡,高层,（共6层）,南北向
2室1厅,104㎡,顶层,（共6层）,南北向
2室1厅,72.16㎡,高层,（共11层）,东向
1室1厅,50.95㎡,中层,（共20层）,南北向
3室2厅,151.03㎡,高层,（共25层）,南北向
2室2厅,88.44㎡,高层,（共7层）,南北向
1室1厅,40.09㎡,中层,（共7层）,南向
3室2厅,159㎡,高层,（共16层）,南向
3室1厅,89.1㎡,高层,（共8层）,南向
3室2厅,219.66㎡,中层,（共5层）,南北向
1室0厅,25.9㎡,高层,（共5层）,南北向
3室2厅,120㎡,顶层,（共12层）,南北向
3室2厅,90㎡,中层,（共26层）,南北向
3室2厅,144㎡,顶层,（共12层）,南北向
2室1厅,89.84㎡,中层,（共27层）,南北向
4室2厅,140.95㎡,中层,（共15层）,南北向
3室1厅,110.61㎡,中层,（共28层）,南北向
2室1厅,67.23㎡,高层,（共8层）,东西向
2室1厅,68.85㎡,中层,（共8层）,南北向
2室2厅,95.1㎡,高层,（共8层）,南北向
2室2厅,96.56㎡,中层,（共15层）,南北向
2室1厅,78㎡,中层,（共18层）,南向
3室2厅,96.22㎡,低层,（共18层）,南北向
4室2厅,164.47㎡,中层,（共17层）,南北向
2室1厅,48.75㎡,高层,（共7层）,南北向
2室1厅,49.37㎡,高层,（共8层）,南向
2室2厅,113.35㎡,中层,（共11层）,南北向
3室1厅,199.23㎡,中层,（共7层）,南北向
3室2厅,130㎡,低层,（共28层）,南北向
2室2厅,88㎡,低层,（共33层）,南北向
1室0厅,17.63㎡,中层,（共5层）,南向
3室2厅,163.57㎡,中层,（共14层）,南北向
4室2厅,114.45㎡,中层,（共18层）,南北向
1室1厅,42.92㎡,顶层,（共7层）,西向
2室1厅,80.64㎡,中层,（共18层）,南向
2室2厅,91.5㎡,中层,（共8层）,南北向
3室2厅,121㎡,高层,（共8层）,南北向
3室1厅,174.76㎡,低层,（共12层）,东南向
2室2厅,85㎡,高层,（共6层）,南北向
2室1厅,48.69㎡,中层,（共8层）,东向
3室2厅,114.3㎡,低层,（共25层）,南北向
3室2厅,99㎡,低层,（共18层）,南北向
2室2厅,106.72㎡,高层,（共6层）,南北向
3室2厅,90.51㎡,高层,（共8层）,南北向
2室1厅,80.57㎡,中层,（共14层）,东南向
3室2厅,105㎡,顶层,（共18层）,南北向
1室1厅,38㎡,中层,（共6层）,北向
2室1厅,85.2㎡,中层,（共22层）,南向
3室2厅,118㎡,低层,（共11层）,南北向
3室2厅,144.3㎡,高层,（共7层）,南北向
2室1厅,29.54㎡,中层,（共8层）,南向
2室2厅,117.58㎡,低层,（共6层）,南北向
1室1厅,42.41㎡,高层,（共6层）,南向
1室1厅,84.16㎡,中层,（共27层）,南向
2室1厅,104.17㎡,中层,（共6层）,南北向
2室1厅,40.51㎡,中层,（共8层）,北向
3室2厅,134.19㎡,中层,（共8层）,南北向
2室1厅,85.68㎡,高层,（共14层）,北向
3室2厅,89.54㎡,低层,（共9层）,南北向
1室1厅,50㎡,高层,（共29层）,北向
2室1厅,56.43㎡,低层,（共8层）,东向
2室1厅,75.53㎡,中层,（共6层）,南北向
3室2厅,115㎡,中层,（共17层）,南北向
3室2厅,159.34㎡,高层,（共21层）,南北向
1室1厅,61.71㎡,中层,（共26层）,南向
3室1厅,159.68㎡,中层,（共24层）,南北向
3室1厅,135.26㎡,中层,（共16层）,南北向
3室1厅,96.53㎡,中层,（共18层）,南北向
2室2厅,92.63㎡,低层,（共6层）,南北向
3室2厅,96.82㎡,高层,（共18层）,南北向
2室1厅,69.67㎡,顶层,（共7层）,东南向
2室1厅,77.53㎡,中层,（共41层）,东南向
3室2厅,143.53㎡,低层,（共17层）,南北向
3室2厅,139.7㎡,中层,（共12层）,南向
2室2厅,92㎡,高层,（共8层）,南北向
3室2厅,99.03㎡,高层,（共33层）,南北向
4室2厅,175.88㎡,高层,（共17层）,南北向
2室1厅,52㎡,高层,（共5层）,南北向
2室2厅,94.33㎡,中层,（共11层）,南北向
4室2厅,173.34㎡,低层,（共27层）,南北向
2室1厅,57㎡,高层,（共6层）,南北向
3室2厅,110.57㎡,中层,（共11层）,南向
1室1厅,36.53㎡,高层,（共8层）,东向
1室1厅,31.34㎡,高层,（共7层）,南向
2室2厅,108.34㎡,中层,（共7层）,南北向
2室1厅,91.55㎡,低层,（共6层）,南北向
3室2厅,93.66㎡,低层,（共11层）,南北向
1室1厅,42.76㎡,中层,（共8层）,西向
2室1厅,80㎡,低层,（共28层）,南北向
2室2厅,99.18㎡,中层,（共15层）,南北向
2室1厅,106.51㎡,中层,（共7层）,南北向
3室2厅,125.39㎡,中层,（共10层）,南北向
2室1厅,45.69㎡,中层,（共8层）,北向
2室1厅,40.59㎡,高层,（共7层）,南向
3室2厅,147.87㎡,顶层,（共11层）,南向
3室2厅,129.38㎡,高层,（共21层）,南北向
3室2厅,162.51㎡,高层,（共17层）,南向
1室1厅,59㎡,顶层,（共33层）,南北向
2室2厅,99.51㎡,中层,（共18层）,南北向
3室1厅,122.76㎡,高层,（共13层）,南北向
3室2厅,143.87㎡,高层,（共7层）,南北向
2室1厅,91.47㎡,高层,（共6层）,南北向
3室2厅,138.42㎡,中层,（共17层）,南北向
4室2厅,137㎡,低层,（共6层）,南北向
1室1厅,49.29㎡,中层,（共29层）,北向
2室2厅,81.89㎡,低层,（共8层）,南向
1室0厅,26.44㎡,高层,（共5层）,南向
3室2厅,119.58㎡,中层,（共5层）,南北向
2室1厅,79.85㎡,中层,（共32层）,南向
2室1厅,102.43㎡,低层,（共6层）,南北向
2室1厅,52.95㎡,低层,（共6层）,南北向
3室2厅,160.34㎡,中层,（共26层）,南北向
3室1厅,146.01㎡,中层,（共28层）,南北向
3室2厅,135.01㎡,低层,（共15层）,南北向
3室2厅,137.6㎡,顶层,（共24层）,南北向
2室2厅,105.13㎡,低层,（共7层）,南北向
3室2厅,128.39㎡,中层,（共17层）,南北向
2室1厅,101.58㎡,低层,（共11层）,南北向
3室2厅,226.44㎡,高层,（共24层）,南北向
2室2厅,88.24㎡,中层,（共17层）,南北向
2室0厅,91.54㎡,低层,（共27层）,南向
2室1厅,102.69㎡,高层,（共14层）,南向
1室1厅,52.08㎡,高层,（共48层）,东向
2室2厅,102.35㎡,高层,（共6层）,南北向
4室2厅,137㎡,中层,（共7层）,南北向
2室1厅,51.08㎡,高层,（共6层）,西向
2室1厅,94.01㎡,中层,（共6层）,南北向
2室2厅,75.37㎡,低层,（共32层）,东向
2室2厅,113.42㎡,高层,（共6层）,南北向
3室1厅,100.06㎡,低层,（共6层）,南北向
2室2厅,115.46㎡,低层,（共11层）,南北向
2室1厅,63㎡,低层,（共6层）,南北向
3室2厅,147.61㎡,中层,（共6层）,南北向
2室1厅,88.04㎡,中层,（共32层）,南向
3室2厅,102㎡,顶层,（共18层）,南北向
3室2厅,136.18㎡,低层,（共6层）,南北向
2室1厅,37.95㎡,顶层,（共5层）,南向
3室2厅,127.56㎡,中层,（共16层）,南北向
3室2厅,105.5㎡,低层,（共25层）,南北向
3室2厅,120.07㎡,中层,（共7层）,南北向
2室1厅,57㎡,低层,（共6层）,南北向
1室1厅,72.88㎡,低层,（共6层）,南向
1室0厅,21.93㎡,中层,（共6层）,东向
1室0厅,24.36㎡,低层,（共6层）,西北向
2室1厅,68㎡,高层,（共29层）,南向
3室2厅,138.91㎡,顶层,（共10层）,南北向
3室2厅,109.68㎡,高层,（共10层）,南北向
2室1厅,85.68㎡,低层,（共6层）,南北向
3室2厅,107.29㎡,中层,（共18层）,南北向
1室1厅,45.76㎡,高层,（共8层）,西向
2室2厅,98.79㎡,低层,（共10层）,南北向
2室1厅,101.08㎡,中层,（共16层）,南北向
3室2厅,153.69㎡,高层,（共26层）,南北向
2室2厅,87㎡,高层,（共32层）,南北向
2室1厅,78.31㎡,低层,（共6层）,南北向
2室1厅,70.15㎡,中层,（共33层）,南北向
2室2厅,84.89㎡,低层,（共18层）,南向
3室2厅,89㎡,中层,（共17层）,南北向
3室2厅,91.53㎡,高层,（共27层）,南北向
1室1厅,37.35㎡,中层,（共6层）,西南向
3室2厅,141.88㎡,中层,（共18层）,南北向
4室2厅,242.88㎡,高层,（共30层）,南北向
2室1厅,105.44㎡,高层,（共6层）,南北向
1室1厅,40.74㎡,中层,（共6层）,南向
3室2厅,126.63㎡,高层,（共24层）,南北向
3室2厅,139.34㎡,高层,（共18层）,南北向
3室2厅,118.55㎡,中层,（共28层）,东向
2室1厅,89.7㎡,低层,（共22层）,南北向
2室1厅,57.36㎡,中层,（共5层）,南北向
3室2厅,135㎡,中层,（共10层）,南北向
3室2厅,105㎡,低层,（共22层）,南北向
3室2厅,133㎡,中层,（共7层）,南北向
1室1厅,56.05㎡,高层,（共29层）,南向
1室1厅,14㎡,高层,（共8层）,南向
3室2厅,143.89㎡,低层,（共17层）,南北向
3室1厅,97.45㎡,低层,（共24层）,南北向
1室1厅,25.94㎡,顶层,（共6层）,南北向
1室1厅,47.27㎡,高层,（共6层）,南向
1室1厅,19.68㎡,高层,（共6层）,南向
3室2厅,142.61㎡,中层,（共10层）,南北向
1室1厅,39.84㎡,低层,（共7层）,东向
3室2厅,120.26㎡,低层,（共11层）,南北向
2室1厅,108.07㎡,低层,（共26层）,南北向
2室1厅,41.71㎡,中层,（共8层）,东向
2室2厅,93.41㎡,高层,（共5层）,南北向
2室1厅,82.21㎡,中层,（共5层）,南向
4室2厅,149㎡,高层,（共7层）,南北向
3室2厅,141.44㎡,低层,（共7层）,南北向
2室1厅,123.87㎡,中层,（共7层）,南北向
2室2厅,87.28㎡,中层,（共18层）,南北向
3室2厅,146㎡,低层,（共30层）,南北向
2室1厅,57.17㎡,高层,（共5层）,南向
2室1厅,60㎡,中层,（共6层）,南北向
1室1厅,58.32㎡,高层,（共6层）,南向
2室1厅,88.66㎡,高层,（共6层）,南北向
3室2厅,107.85㎡,高层,（共6层）,南北向
2室1厅,86.4㎡,低层,（共11层）,南北向
3室2厅,100.75㎡,高层,（共33层）,南北向
3室2厅,130㎡,低层,（共10层）,南向
4室2厅,149㎡,中层,（共7层）,南北向
3室2厅,144.2㎡,中层,（共4层）,南北向
3室2厅,107.83㎡,低层,（共6层）,南北向
3室2厅,108.96㎡,中层,（共7层）,南北向
3室2厅,121.44㎡,中层,（共18层）,南北向
3室2厅,111.1㎡,低层,（共27层）,南北向
2室1厅,60.51㎡,顶层,（共6层）,东西向
1室1厅,37.08㎡,高层,（共8层）,南向
2室1厅,57㎡,高层,（共6层）,南北向
3室1厅,129.37㎡,高层,（共16层）,南北向
3室2厅,119㎡,高层,（共26层）,南北向
4室2厅,149㎡,中层,（共7层）,南北向
2室1厅,67.58㎡,高层,（共7层）,南北向
2室1厅,89㎡,高层,（共10层）,南向
3室2厅,88.06㎡,中层,（共18层）,南北向
2室0厅,30.54㎡,中层,（共5层）,东南向
3室2厅,109㎡,中层,（共7层）,南北向
2室1厅,51.48㎡,高层,（共7层）,南北向
3室2厅,184.48㎡,低层,（共7层）,南北向
4室2厅,176.46㎡,中层,（共32层）,南北向
4室2厅,222㎡,低层,（共25层）,南北向
2室1厅,56.77㎡,高层,（共8层）,东向
4室2厅,144㎡,高层,（共7层）,南北向
3室2厅,109.77㎡,低层,（共33层）,南北向
4室2厅,199㎡,中层,（共7层）,南北向
2室1厅,94.61㎡,高层,（共15层）,南北向
1室1厅,60.96㎡,中层,（共26层）,南向
2室2厅,88㎡,顶层,（共12层）,南向
2室1厅,82.94㎡,中层,（共22层）,南北向
3室2厅,129㎡,低层,（共17层）,南北向
3室2厅,106.29㎡,高层,（共7层）,南北向
3室2厅,125.77㎡,低层,（共33层）,南北向
2室2厅,109.24㎡,低层,（共13层）,南北向
3室2厅,89.93㎡,低层,（共24层）,西北向
4室2厅,143.55㎡,中层,（共7层）,南北向
2室1厅,94.4㎡,高层,（共10层）,南北向
1室1厅,62.9㎡,高层,（共29层）,东北向
2室1厅,87.59㎡,高层,（共13层）,南北向
2室2厅,118.4㎡,低层,（共9层）,南北向
3室2厅,90.87㎡,高层,（共32层）,南向
2室1厅,90.91㎡,高层,（共11层）,南北向
3室2厅,107.53㎡,高层,（共26层）,南北向
3室2厅,97.8㎡,中层,（共18层）,南北向
2室1厅,75.09㎡,高层,（共6层）,南向
2室2厅,94.93㎡,低层,（共9层）,南北向
2室1厅,99.66㎡,中层,（共24层）,南北向
3室2厅,155.97㎡,中层,（共5层）,东南向
2室2厅,84.35㎡,中层,（共19层）,南北向
3室2厅,93.66㎡,中层,（共11层）,南北向
2室1厅,109.21㎡,高层,（共9层）,南北向
3室2厅,94.35㎡,低层,（共7层）,南北向
3室2厅,142.34㎡,中层,（共11层）,南北向
2室1厅,73㎡,中层,（共6层）,南北向
3室2厅,182.34㎡,中层,（共25层）,南北向
3室2厅,121㎡,中层,（共8层）,南北向
3室2厅,154.7㎡,低层,（共28层）,东南向
3室2厅,114.2㎡,高层,（共25层）,南北向
3室2厅,107.35㎡,中层,（共16层）,南北向
2室1厅,36.96㎡,低层,（共6层）,南北向
2室1厅,46㎡,顶层,（共6层）,南北向
3室2厅,140㎡,中层,（共7层）,南北向
2室1厅,100㎡,高层,（共6层）,南北向
1室0厅,21.5㎡,中层,（共4层）,南向
3室1厅,110.94㎡,高层,（共26层）,南向
1室1厅,57.02㎡,中层,（共18层）,西南向
1室1厅,68.19㎡,中层,（共32层）,北向
3室2厅,95.09㎡,低层,（共11层）,南北向
3室2厅,125㎡,顶层,（共12层）,南北向
2室2厅,115.96㎡,高层,（共11层）,南北向
3室2厅,149.42㎡,中层,（共28层）,南北向
2室2厅,82㎡,低层,（共23层）,南北向
3室1厅,90.46㎡,高层,（共8层）,南向
3室2厅,90.07㎡,高层,（共24层）,南北向
2室1厅,84.87㎡,中层,（共33层）,南向
2室1厅,61.8㎡,中层,（共7层）,东西向
3室2厅,169.56㎡,高层,（共16层）,南北向
3室2厅,122.76㎡,中层,（共8层）,南向
3室2厅,125.77㎡,低层,（共33层）,南北向
3室2厅,160.53㎡,顶层,（共26层）,南北向
3室1厅,101.26㎡,中层,（共7层）,南北向
1室1厅,40㎡,顶层,（共7层）,南向
1室1厅,23.51㎡,中层,（共6层）,东向
4室2厅,225㎡,高层,（共25层）,南北向
2室1厅,70㎡,高层,（共7层）,南向
3室1厅,109.41㎡,高层,（共11层）,南北向
3室2厅,155.7㎡,高层,（共7层）,南向
3室2厅,115.46㎡,高层,（共6层）,南北向
2室1厅,40.54㎡,中层,（共8层）,西向
4室2厅,116.31㎡,低层,（共8层）,南向
2室1厅,110㎡,低层,（共7层）,南北向
1室1厅,23.12㎡,高层,（共8层）,东向
2室1厅,75.13㎡,低层,（共7层）,南北向
2室1厅,63.11㎡,高层,（共9层）,西北向
3室2厅,97.1㎡,高层,（共26层）,南北向
3室2厅,127.47㎡,中层,（共6层）,南北向
2室1厅,45.43㎡,高层,（共8层）,北向
3室2厅,95.33㎡,高层,（共11层）,南北向
3室2厅,122.69㎡,中层,（共27层）,南北向
2室1厅,83.99㎡,顶层,（共16层）,南向
2室1厅,84㎡,低层,（共22层）,南向
1室1厅,21.1㎡,高层,（共6层）,东向
2室1厅,85.45㎡,中层,（共18层）,南北向
3室2厅,159.55㎡,低层,（共7层）,南向
1室1厅,28.97㎡,中层,（共8层）,南北向
2室1厅,108.52㎡,高层,（共11层）,南北向
3室2厅,126㎡,中层,（共6层）,南北向
3室2厅,134.42㎡,中层,（共33层）,南北向
3室2厅,117.24㎡,中层,（共7层）,南北向
1室1厅,33.03㎡,高层,（共8层）,南向
3室1厅,93.19㎡,高层,（共11层）,南向
3室2厅,95.07㎡,中层,（共7层）,南北向
2室1厅,50.86㎡,高层,（共7层）,南向
3室1厅,81.89㎡,高层,（共6层）,东西向
1室1厅,27.1㎡,高层,（共8层）,南向
2室1厅,101.58㎡,低层,（共11层）,南北向
3室1厅,107.79㎡,中层,（共6层）,东南向
2室1厅,48.65㎡,顶层,（共26层）,南向
2室1厅,108.86㎡,高层,（共30层）,南北向
2室2厅,109.44㎡,中层,（共6层）,北向
1室1厅,21㎡,高层,（共5层）,西向
1室1厅,35㎡,中层,（共6层）,南向
2室2厅,86㎡,中层,（共16层）,南北向
2室1厅,101.34㎡,中层,（共24层）,南向
3室1厅,111.05㎡,高层,（共27层）,南北向
3室2厅,141㎡,低层,（共7层）,南北向
3室2厅,152.81㎡,低层,（共28层）,南北向
2室1厅,56.14㎡,中层,（共5层）,南北向
2室2厅,96.56㎡,低层,（共15层）,南向
2室1厅,44㎡,顶层,（共6层）,东西向
2室1厅,83.96㎡,低层,（共30层）,南向
2室1厅,41.69㎡,中层,（共8层）,西向
3室1厅,115.64㎡,低层,（共25层）,南向
3室1厅,121.77㎡,中层,（共24层）,南北向
2室1厅,58.92㎡,中层,（共6层）,南北向
3室2厅,125.91㎡,中层,（共6层）,南北向
1室1厅,22.97㎡,中层,（共5层）,南向
3室1厅,89㎡,中层,（共9层）,南北向
1室1厅,44.19㎡,中层,（共6层）,南向
2室2厅,85㎡,低层,（共32层）,南北向
2室2厅,92㎡,中层,（共28层）,南北向
3室2厅,143㎡,中层,（共10层）,南北向
3室2厅,226.72㎡,高层,（共24层）,南北向
3室2厅,153.23㎡,中层,（共7层）,南北向
3室2厅,146.79㎡,中层,（共16层）,南北向
3室2厅,121.2㎡,低层,（共6层）,南北向
3室2厅,150㎡,低层,（共26层）,南北向
3室2厅,116.83㎡,低层,（共17层）,南北向
2室1厅,93.77㎡,高层,（共31层）,南北向
3室2厅,92㎡,高层,（共18层）,南北向
3室2厅,130㎡,高层,（共33层）,南北向
3室2厅,118㎡,中层,（共31层）,南向
2室1厅,68.5㎡,高层,（共17层）,南北向
3室2厅,98㎡,中层,（共7层）,南北向
2室1厅,122.26㎡,高层,（共34层）,东南向
3室2厅,102.67㎡,高层,（共15层）,南北向
3室2厅,146.9㎡,高层,（共18层）,西北向
1室1厅,74.95㎡,中层,（共15层）,南北向
